Date,SYS,SE1,SE2,SE3,SE4,FI,DK1,DK2,Oslo,Kr.sand,Bergen,Molde,Tr.heim,Tromsø,EE,EE,LV,LV,LT,LT,AT,AT,BE,BE,DE-LU,DE-LU,FR,FR,NL,NL
25/07/2020,"2,15","4,81","4,81","4,81","22,63","11,86","25,11","25,31","1,53","1,53","1,53","2,72","2,72","2,72",,"20,80",,"32,52",,"32,52",,"26,96",,"24,16",,"25,52",,"27,29",,"24,27"
26/07/2020,"1,72","2,90","2,90","2,90","11,41","14,98","13,63","15,57","1,46","1,46","1,46","2,05","2,05","2,05",,"26,58",,"26,58",,"26,58",,"20,40",,"14,12",,"12,61",,"20,16",,"13,52"
27/07/2020,"2,02","4,06","4,06","6,13","26,49","20,78","29,94","32,22","1,51","1,51","1,51","2,34","2,34","2,34",,"24,01",,"27,28",,"27,28",,"33,46",,"28,96",,"32,53",,"35,05",,"29,77"
28/07/2020,"1,71","3,79","3,79","3,79","13,69","25,88","6,18","13,69","1,42","1,42","1,42","1,61","1,61","1,61",,"27,75",,"29,68",,"29,68",,"31,08",,"23,41",,"22,97",,"32,99",,"18,89"
29/07/2020,"1,48","2,19","2,19","2,19","2,19","24,30","1,96","2,19","1,19","1,19","1,19","1,88","1,88","1,88",,"24,80",,"27,23",,"27,23",,"31,66",,"27,45",,"20,75",,"37,69",,"18,53"
30/07/2020,"1,44","1,64","1,64","1,64","3,57","24,84","12,49","12,49","1,26","1,26","1,26","1,57","1,57","1,57",,"28,20",,"28,48",,"28,48",,"36,81",,"31,59",,"35,62",,"40,36",,"30,76"
31/07/2020,"1,74","3,42","3,42","11,65","29,17","32,24","36,71","36,71","1,33","1,33","1,33","1,84","1,84","1,84",,"33,41",,"33,53",,"33,53",,"39,41",,"33,86",,"38,51",,"41,41",,"32,25"
01/08/2020,"1,62","3,04","3,04","11,18","27,41","33,56","26,17","27,93","1,02","1,02","1,02","2,06","2,06","2,06",,"33,56",,"36,38",,"36,38",,"29,49",,"27,18",,"28,31",,"32,80",,"24,61"
02/08/2020,"1,60","3,34","3,34","9,63","25,35","27,92","28,19","28,19","1,04","1,04","1,04","1,97","1,97","1,97",,"27,92",,"30,29",,"30,29",,"28,86",,"25,85",,"28,19",,"28,34",,"25,91"
03/08/2020,"1,71","3,12","3,12","27,03","36,09","38,92","36,72","36,72","1,31","1,31","1,31","2,08","2,08","2,08",,"38,92",,"39,20",,"39,20",,"36,72",,"36,69",,"36,72",,"36,70",,"36,69"
04/08/2020,"2,00","5,01","5,01","30,65","36,06","34,83","36,39","36,60","1,28","1,28","1,28","2,27","2,27","2,27",,"34,83",,"38,98",,"38,98",,"36,39",,"33,48",,"36,39",,"34,81",,"32,95"
05/08/2020,"2,02","4,95","4,95","18,22","28,91","42,91","27,42","29,55","1,13","1,13","1,13","2,44","2,44","2,44",,"42,98",,"43,38",,"43,38",,"30,48",,"27,96",,"29,61",,"33,31",,"27,43"
06/08/2020,"2,50","5,53","5,53","27,61","32,89","43,84","33,11","33,27","1,25","1,25","1,25","2,68","2,68","2,68",,"43,84",,"44,31",,"44,31",,"34,00",,"32,35",,"33,28",,"36,72",,"31,36"
07/08/2020,"2,66","5,68","5,68","29,39","35,84","42,11","35,98","36,73","1,28","1,28","1,28","2,76","2,76","2,76",,"42,11",,"42,31",,"42,31",,"36,39",,"36,16",,"35,98",,"38,00",,"34,43"
08/08/2020,"2,41","5,72","5,72","19,22","31,82","28,43","32,04","32,04","1,25","1,25","1,25","2,77","2,77","2,77",,"28,43",,"36,29",,"36,29",,"32,29",,"32,63",,"32,04",,"33,17",,"31,57"
09/08/2020,"2,46","5,67","5,67","19,27","28,48","23,02","28,53","28,64","0,96","1,50","0,96","3,04","3,04","3,04",,"23,02",,"36,67",,"36,67",,"28,77",,"29,27",,"28,53",,"30,18",,"28,11"
10/08/2020,"4,72","7,21","7,21","35,19","39,93","38,63","36,98","40,93","1,05","1,76","1,05","3,73","3,73","3,73",,"38,63",,"40,25",,"40,25",,"37,37",,"38,44",,"36,98",,"38,50",,"35,54"
11/08/2020,"5,94","8,69","8,69","39,19","39,90","39,49","36,30","41,46","1,57","2,04","1,50","4,40","4,40","4,40",,"39,83",,"40,20",,"40,20",,"36,96",,"41,70",,"36,30",,"39,89",,"33,22"
12/08/2020,"8,00","12,84","12,84","36,62","45,35","45,65","35,76","45,35","1,88","1,96","1,54","5,42","5,42","5,42",,"45,65",,"45,65",,"45,35",,"36,83",,"42,43",,"35,86",,"40,49",,"32,61"
13/08/2020,"8,73","14,78","14,78","31,64","46,93","46,68","38,59","46,93","2,19","2,28","1,60","6,03","6,03","6,03",,"46,68",,"46,88",,"46,88",,"38,82",,"39,46",,"38,59",,"39,33",,"35,49"
14/08/2020,"7,48","14,30","14,30","30,65","43,56","39,23","40,83","43,75","2,52","2,74","1,63","6,12","6,12","6,12",,"39,23",,"43,22",,"43,22",,"40,20",,"38,36",,"40,83",,"37,70",,"35,41"
15/08/2020,"5,02","13,94","13,94","19,49","33,18","29,84","31,86","33,21","1,65","2,94","1,53","5,71","5,71","5,71",,"30,43",,"33,96",,"33,96",,"31,86",,"31,87",,"31,86",,"31,86",,"31,86"
16/08/2020,"5,84","13,21","13,21","22,61","29,02","22,68","28,68","29,02","2,03","3,52","1,64","6,69","6,69","6,10",,"22,68",,"35,06",,"35,06",,"28,71",,"28,70",,"28,68",,"28,80",,"28,58"
17/08/2020,"10,37","15,94","15,94","47,47","52,32","48,37","40,38","52,39","3,41","4,22","1,84","6,94","6,94","6,00",,"48,37",,"51,68",,"51,68",,"40,34",,"40,45",,"40,36",,"39,94",,"40,33"
18/08/2020,"12,22","62,57","62,57","68,71","73,67","70,76","42,39","73,67","4,36","4,70","2,51","6,98","6,98","6,49",,"72,28",,"73,21",,"73,21",,"42,23",,"41,76",,"42,39",,"41,28",,"41,57"
19/08/2020,"13,86","33,65","33,65","53,93","58,62","54,70","38,23","58,68","4,03","4,24","3,78","7,04","7,04","6,57",,"56,49",,"58,00",,"58,00",,"38,26",,"38,62",,"38,23",,"38,14",,"37,66"
20/08/2020,"11,97","34,03","34,03","50,06","52,17","50,67","38,11","52,17","3,61","3,61","3,61","7,21","7,21","7,13",,"51,14",,"52,17",,"52,17",,"38,08",,"38,01",,"38,11",,"37,79",,"38,07"
21/08/2020,"9,94","18,60","18,60","36,97","49,26","45,66","30,21","49,26","3,84","3,84","3,84","6,82","6,82","6,82",,"45,66",,"48,78",,"48,78",,"32,30",,"31,03",,"31,81",,"32,91",,"30,68"
22/08/2020,"5,59","15,27","15,27","15,27","24,39","26,30","18,64","24,62","3,33","3,33","3,33","6,52","6,52","6,38",,"26,30",,"32,18",,"32,18",,"27,24",,"22,95",,"23,83",,"25,02",,"23,41"
23/08/2020,"5,65","17,23","17,23","20,52","22,29","25,87","16,27","22,48","3,23","3,23","3,23","5,05","5,05","5,05",,"25,87",,"31,17",,"31,17",,"21,90",,"20,30",,"16,33",,"22,15",,"20,90"
24/08/2020,"12,76","22,60","22,60","46,45","48,54","48,14","44,72","48,96","3,66","3,66","3,66","5,58","5,58","5,58",,"48,14",,"48,14",,"47,42",,"44,74",,"44,63",,"44,72",,"44,73",,"44,70"
25/08/2020,"14,90","23,23","23,40","54,64","55,62","54,69","38,14","55,68","4,45","4,45","4,10","6,81","6,81","6,81",,"54,69",,"55,67",,"55,67",,"38,97",,"37,74",,"38,46",,"39,70",,"37,67"
26/08/2020,"15,96","25,51","25,51","41,30","41,30","42,39","19,59","41,30","5,25","5,25","4,26","8,24","8,24","8,23",,"42,39",,"42,39",,"42,36",,"33,57",,"28,60",,"17,89",,"37,40",,"24,81"
27/08/2020,"19,05","26,79","26,79","47,44","48,45","48,99","46,30","49,35","6,37","6,37","5,74","10,12","10,12","9,24",,"48,99",,"49,58",,"48,60",,"48,07",,"52,65",,"46,31",,"52,82",,"47,21"
28/08/2020,"18,66","28,52","28,52","43,48","43,82","45,65","40,70","45,60","8,30","8,30","8,30","11,19","11,19","9,74",,"46,00",,"46,00",,"45,54",,"41,16",,"39,29",,"40,70",,"42,61",,"39,54"
29/08/2020,"14,79","27,61","27,61","28,56","34,24","33,77","35,64","35,64","9,80","9,80","9,80","13,47","13,47","8,69",,"35,19",,"35,19",,"35,19",,"35,76",,"34,85",,"35,64",,"36,24",,"35,27"
30/08/2020,"16,64","28,70","28,70","29,94","33,62","31,41","33,82","33,82","12,22","12,22","12,22","15,57","15,57","10,85",,"35,97",,"35,97",,"35,97",,"33,81",,"33,70",,"33,82",,"33,75",,"33,10"
31/08/2020,"25,34","35,32","35,32","51,13","53,73","51,82","54,04","54,71","15,03","15,03","15,03","21,92","21,92","13,71",,"51,82",,"52,60",,"52,35",,"54,04",,"54,62",,"54,04",,"54,31",,"54,04"
01/09/2020,"27,71","47,96","47,96","51,38","52,10","51,38","49,81","52,62","17,72","17,72","17,72","18,59","18,59","15,19",,"51,38",,"52,10",,"52,10",,"49,81",,"50,01",,"49,81",,"49,87",,"49,95"
02/09/2020,"25,82","35,29","35,29","47,62","49,89","47,62","49,82","50,56","18,22","18,22","18,22","19,65","19,65","14,65",,"47,62",,"49,87",,"49,87",,"49,82",,"49,82",,"49,82",,"49,83",,"49,82"
03/09/2020,"23,96","38,07","38,07","43,12","44,18","45,10","40,54","46,17","16,81","16,81","16,81","17,81","17,81","11,02",,"45,10",,"45,10",,"44,18",,"42,19",,"41,89",,"40,54",,"46,98",,"40,99"
04/09/2020,"22,40","35,29","35,29","35,29","38,29","40,05","38,22","38,37","16,36","16,36","16,36","17,90","17,90","10,95",,"40,82",,"41,46",,"41,46",,"39,93",,"42,11",,"38,32",,"44,38",,"38,32"
05/09/2020,"17,06","28,72","28,72","28,72","31,54","28,72","32,66","32,37","14,00","14,00","14,00","17,01","17,01","10,75",,"31,01",,"31,54",,"31,54",,"33,81",,"33,76",,"33,41",,"35,38",,"33,34"
06/09/2020,"16,61","29,97","29,97","29,97","32,54","30,01","34,50","32,89","12,73","12,73","12,73","17,79","17,79","9,59",,"32,54",,"32,54",,"32,54",,"34,83",,"34,94",,"34,83",,"34,88",,"34,76"
07/09/2020,"21,59","35,41","35,41","37,57","42,28","47,10","41,97","42,28","12,66","12,66","12,66","17,12","17,12","10,43",,"47,10",,"47,65",,"47,63",,"43,79",,"43,90",,"43,54",,"45,85",,"42,08"
08/09/2020,"15,80","26,18","26,18","26,18","29,80","36,35","32,21","31,67","11,54","11,54","11,54","11,06","11,06","9,60",,"36,35",,"36,90",,"33,77",,"40,80",,"43,91",,"37,60",,"46,59",,"41,47"
09/09/2020,"18,07","28,80","28,80","29,57","32,41","45,61","29,88","32,41","11,76","11,76","11,76","14,75","14,75","10,36",,"45,61",,"45,61",,"39,11",,"40,38",,"44,96",,"36,63",,"49,48",,"39,08"
10/09/2020,"19,02","23,20","23,20","39,65","41,22","43,15","41,36","41,45","11,64","11,64","11,64","12,27","12,27","11,80",,"43,15",,"44,24",,"42,36",,"48,05",,"49,03",,"47,34",,"50,93",,"47,24"
11/09/2020,"19,88","32,31","32,31","39,88","47,55","48,48","46,02","47,71","11,91","11,91","11,91","13,98","13,98","8,95",,"49,30",,"51,25",,"51,25",,"48,80",,"46,74",,"47,81",,"52,43",,"45,64"
12/09/2020,"13,41","26,94","26,94","26,94","28,19","27,36","24,34","28,23","11,76","11,76","11,76","10,93","10,93","9,22",,"29,59",,"29,59",,"29,59",,"37,49",,"35,46",,"31,87",,"39,86",,"33,57"
13/09/2020,"10,84","22,28","22,28","22,30","22,39","22,52","13,86","22,39","10,77","10,77","10,77","9,72","9,72","9,31",,"23,44",,"23,44",,"23,44",,"33,97",,"28,31",,"20,19",,"34,71",,"25,48"
14/09/2020,"20,88","27,56","27,56","42,90","47,38","43,50","51,74","50,86","12,39","12,39","12,39","16,19","16,19","10,08",,"43,67",,"44,47",,"44,47",,"53,69",,"53,15",,"53,11",,"55,23",,"52,49"
15/09/2020,"26,87","64,79","64,79","66,28","66,94","66,63","70,20","73,22","12,13","12,13","12,13","14,73","14,73","10,18",,"66,63",,"66,94",,"66,94",,"70,86",,"69,49",,"70,20",,"72,76",,"68,99"
16/09/2020,"18,51","34,14","34,14","46,24","46,24","47,01","50,76","50,76","11,36","11,36","11,36","9,41","9,41","8,41",,"47,01",,"47,01",,"47,01",,"55,92",,"53,96",,"53,41",,"57,83",,"49,96"
17/09/2020,"22,45","36,04","36,04","40,80","40,80","40,84","41,87","42,49","10,47","10,47","10,47","10,78","10,78","8,00",,"40,84",,"40,84",,"40,84",,"49,27",,"44,69",,"46,40",,"50,25",,"44,91"
18/09/2020,"11,81","27,64","27,64","34,31","35,70","36,00","41,18","41,18","8,56","8,56","8,56","5,73","5,73","3,77",,"37,81",,"37,81",,"37,81",,"44,35",,"39,60",,"42,13",,"44,71",,"40,37"
19/09/2020,"10,35","25,47","25,47","25,47","32,21","29,21","35,97","35,97","6,78","6,78","6,78","5,71","5,71","3,27",,"37,96",,"37,96",,"37,96",,"37,75",,"35,11",,"36,54",,"39,59",,"34,64"
20/09/2020,"7,06","23,55","23,55","23,55","26,66","23,55","36,26","36,26","6,14","6,14","6,07","1,89","1,89","1,73",,"31,93",,"31,93",,"31,93",,"38,01",,"36,54",,"37,52",,"38,90",,"36,26"
21/09/2020,"8,54","17,01","17,01","22,45","26,93","25,68","60,08","60,08","6,90","6,90","6,60","5,11","5,11","2,07",,"28,41",,"28,41",,"28,41",,"61,92",,"58,87",,"61,10",,"64,40",,"57,62"
22/09/2020,"16,51","24,73","24,73","27,51","32,33","30,62","49,92","49,92","6,51","6,51","5,99","6,80","6,80","1,51",,"32,98",,"32,98",,"32,98",,"54,09",,"53,90",,"53,31",,"55,54",,"48,03"
23/09/2020,"13,84","26,11","26,11","27,28","28,12","34,69","34,14","34,14","6,61","6,61","5,68","5,05","5,05","1,41",,"34,69",,"34,69",,"34,69",,"49,43",,"37,87",,"46,43",,"48,76",,"34,65"
24/09/2020,"6,96","15,71","15,71","15,71","15,71","34,71","14,43","17,85","5,86","5,86","4,90","3,69","3,69","1,47",,"35,44",,"35,44",,"35,44",,"45,79",,"36,99",,"38,18",,"43,64",,"34,90"
25/09/2020,"9,12","18,26","18,26","21,39","21,89","34,35","27,44","26,67","4,87","4,87","4,86","3,29","3,29","1,94",,"38,39",,"38,39",,"38,39",,"42,24",,"39,94",,"41,37",,"41,93",,"35,24"
26/09/2020,"3,45","5,55","5,55","5,55","5,55","21,72","5,55","5,55","2,98","2,98","2,98","2,85","2,85","2,36",,"28,72",,"28,72",,"28,72",,"33,10",,"33,44",,"33,13",,"33,27",,"33,08"
27/09/2020,"3,04","9,84","9,84","9,84","9,84","15,61","9,81","9,84","2,07","2,07","2,07","2,30","2,30","2,30",,"19,22",,"19,22",,"19,22",,"30,20",,"31,17",,"30,03",,"31,05",,"30,79"
28/09/2020,"11,36","41,05","41,05","41,05","42,33","41,07","43,83","43,83","1,93","1,93","1,93","2,80","2,80","2,80",,"42,36",,"42,36",,"42,36",,"47,26",,"47,26",,"47,26",,"47,26",,"47,26"
29/09/2020,"13,97","52,69","52,69","52,69","53,38","52,69","58,53","58,53","1,97","1,97","1,97","2,74","2,74","2,74",,"53,76",,"53,76",,"53,76",,"58,62",,"59,00",,"58,62",,"58,82",,"58,32"
30/09/2020,"15,07","42,89","42,89","43,44","45,09","43,44","49,19","49,19","1,92","1,92","1,92","4,13","4,13","3,41",,"45,09",,"45,09",,"45,09",,"50,33",,"51,12",,"50,25",,"50,79",,"49,41"
01/10/2020,"8,71","30,54","30,54","30,54","31,74","36,20","30,54","31,74","2,40","2,40","2,40","3,31","3,31","3,02",,"39,08",,"39,08",,"39,08",,"42,55",,"46,40",,"41,02",,"44,09",,"40,42"
02/10/2020,"5,28","16,79","16,79","16,79","16,79","31,56","16,05","16,79","3,36","3,36","3,36","3,37","3,37","3,04",,"36,22",,"36,22",,"36,22",,"37,27",,"39,99",,"35,68",,"38,50",,"34,91"
03/10/2020,"3,58","7,80","7,80","7,80","7,80","18,42","2,21","7,80","3,15","3,15","3,15","3,41","3,41","2,84",,"32,56",,"32,56",,"32,56",,"20,86",,"36,81",,"16,46",,"29,96",,"34,08"
04/10/2020,"4,18","7,80","7,80","7,80","9,83","7,97","8,29","9,87","4,06","4,06","3,91","3,62","3,62","3,01",,"27,17",,"27,17",,"27,17",,"9,35",,"21,98",,"7,11",,"17,71",,"26,58"
05/10/2020,"11,97","23,67","23,67","24,16","28,84","39,97","26,07","28,95","5,73","5,73","5,36","5,05","5,05","3,75",,"40,34",,"40,34",,"40,34",,"32,57",,"35,05",,"32,09",,"33,74",,"32,07"
06/10/2020,"10,25","24,34","24,34","25,01","30,25","31,12","30,63","30,63","6,16","6,16","5,81","5,16","5,16","3,65",,"31,82",,"31,82",,"31,82",,"34,72",,"36,23",,"34,45",,"35,33",,"34,76"
07/10/2020,"12,03","20,71","20,71","21,44","31,74","35,44","33,19","31,74","6,62","6,62","6,29","6,07","6,07","5,43",,"36,84",,"36,84",,"36,84",,"37,13",,"40,07",,"36,62",,"38,33",,"37,83"
08/10/2020,"15,59","23,09","23,09","23,09","25,45","40,38","25,45","25,45","7,91","7,91","7,51","7,91","7,91","7,79",,"41,72",,"41,72",,"41,72",,"32,96",,"42,24",,"29,83",,"37,22",,"38,99"
09/10/2020,"14,29","19,52","19,52","19,52","30,77","36,68","29,30","30,77","11,31","11,31","10,05","10,16","10,16","8,78",,"36,89",,"36,89",,"36,89",,"40,79",,"44,10",,"39,97",,"42,25",,"41,25"
10/10/2020,"15,22","22,84","22,84","22,84","24,05","25,68","24,12","24,12","12,39","12,39","12,39","12,48","12,48","8,82",,"26,08",,"26,08",,"26,08",,"32,39",,"34,63",,"31,23",,"33,52",,"36,32"
11/10/2020,"16,98","24,83","24,83","24,83","28,44","24,83","28,56","28,56","16,53","16,53","16,53","15,95","15,95","9,62",,"29,83",,"29,83",,"29,83",,"32,45",,"33,11",,"32,18",,"32,76",,"33,58"
12/10/2020,"22,49","40,40","40,40","41,84","45,45","49,12","46,27","46,68","17,86","17,86","17,86","16,43","16,43","11,89",,"50,05",,"50,45",,"50,45",,"47,00",,"47,43",,"46,90",,"47,19",,"43,80"
13/10/2020,"21,45","46,43","46,43","46,43","47,84","47,66","48,32","49,70","18,65","18,65","18,65","17,34","17,34","13,43",,"47,84",,"47,84",,"47,84",,"45,38",,"47,84",,"45,23",,"46,95",,"38,91"
14/10/2020,"19,80","21,52","21,52","21,52","21,52","37,16","21,41","21,52","19,55","19,55","19,37","16,96","16,96","12,82",,"37,16",,"37,16",,"37,16",,"37,96",,"44,11",,"35,67",,"43,30",,"36,99"
15/10/2020,"20,81","30,55","30,55","32,97","34,43","36,79","34,95","34,95","19,38","19,38","19,32","17,54","17,54","13,52",,"37,48",,"37,48",,"37,48",,"41,92",,"46,12",,"40,94",,"44,03",,"38,05"
16/10/2020,"23,24","31,10","31,10","31,76","42,34","42,40","42,41","42,41","25,52","25,52","20,44","17,52","17,52","12,90",,"43,45",,"43,45",,"43,45",,"47,05",,"48,62",,"46,94",,"47,80",,"44,46"
17/10/2020,"18,28","19,40","19,40","19,40","30,71","20,80","27,37","30,71","19,40","19,40","19,40","12,33","12,33","12,29",,"31,51",,"31,51",,"31,51",,"40,96",,"42,69",,"40,76",,"41,92",,"39,71"
18/10/2020,"16,79","16,97","16,97","17,97","20,59","22,39","20,59","20,59","17,97","17,97","17,96","15,16","15,16","13,57",,"22,89",,"22,89",,"22,89",,"34,07",,"42,98",,"30,56",,"39,17",,"42,06"
19/10/2020,"22,56","21,72","21,72","37,76","38,88","39,23","40,65","40,60","25,80","25,80","20,57","21,66","21,66","12,80",,"39,23",,"39,23",,"39,23",,"44,81",,"44,60",,"44,64",,"44,63",,"43,40"
20/10/2020,"21,73","29,13","29,13","29,75","30,36","55,52","30,27","30,84","19,55","19,55","19,55","19,60","19,60","12,65",,"55,52",,"55,52",,"55,52",,"37,51",,"39,89",,"35,22",,"39,27",,"37,85"
21/10/2020,"19,70","23,68","23,68","26,37","29,63","37,20","29,24","29,63","17,67","17,67","17,67","19,49","19,49","12,05",,"37,39",,"37,39",,"37,39",,"35,46",,"39,21",,"32,61",,"38,99",,"39,84"
22/10/2020,"14,54","15,17","15,17","15,17","15,17","37,37","14,54","14,54","14,20","14,20","14,20","14,91","14,91","11,68",,"37,37",,"37,37",,"37,37",,"37,49",,"42,74",,"32,39",,"44,02",,"36,69"
23/10/2020,"19,16","16,02","16,02","32,93","35,03","36,13","34,98","35,03","19,74","19,74","16,86","16,02","16,02","11,60",,"37,81",,"37,81",,"37,81",,"45,40",,"46,43",,"44,78",,"46,68",,"42,72"
24/10/2020,"14,79","17,57","17,57","17,57","17,57","17,65","17,57","17,57","14,58","14,58","14,58","14,09","14,09","13,16",,"31,32",,"31,32",,"31,32",,"33,30",,"31,79",,"30,58",,"31,18",,"36,19"
25/10/2020,"9,73","9,50","9,50","10,28","13,63","13,92","10,28","14,18","10,28","10,28","10,28","9,50","9,50","9,50",,"26,21",,"26,21",,"26,21",,"15,23",,"19,54",,"13,38",,"17,88",,"25,69"
26/10/2020,"14,83","17,47","17,47","20,37","27,66","21,36","27,49","28,24","14,30","14,30","14,30","13,38","13,38","11,18",,"41,76",,"41,76",,"41,76",,"38,63",,"40,25",,"38,27",,"39,65",,"37,12"
27/10/2020,"13,05","13,18","13,18","13,18","17,15","20,26","13,18","17,15","13,18","13,18","13,15","12,96","12,96","11,00",,"47,65",,"47,65",,"47,65",,"35,93",,"41,26",,"34,61",,"38,88",,"37,00"
28/10/2020,"10,09","9,87","9,87","9,87","15,98","25,29","9,78","15,98","9,86","9,86","9,93","10,65","10,65","10,34",,"35,14",,"37,12",,"37,12",,"32,84",,"40,26",,"29,94",,"38,20",,"37,24"
29/10/2020,"11,60","11,18","11,18","11,18","30,08","22,61","29,96","30,08","10,98","10,98","10,98","10,90","10,90","10,37",,"40,30",,"40,30",,"40,30",,"35,25",,"38,36",,"32,65",,"37,18",,"35,60"
30/10/2020,"11,72","16,34","16,34","16,34","25,13","39,92","23,83","25,13","10,52","10,52","10,52","9,83","9,83","9,75",,"43,35",,"44,26",,"44,26",,"31,10",,"34,63",,"30,19",,"33,02",,"33,58"
31/10/2020,"9,31","9,80","9,80","9,80","10,12","13,09","21,28","21,29","9,09","9,09","9,09","9,03","9,03","8,97",,"44,57",,"44,57",,"44,57",,"31,22",,"32,61",,"31,02",,"31,98",,"33,29"
01/11/2020,"5,56","5,55","5,55","5,55","5,55","5,55","5,55","5,55","5,55","5,55","5,55","5,66","5,66","5,69",,"12,13",,"12,13",,"12,13",,"17,85",,"18,85",,"16,95",,"17,35",,"28,03"
02/11/2020,"4,02","3,78","3,78","3,78","5,02","3,91","3,42","5,02","3,78","3,78","4,15","4,59","4,59","4,65",,"26,89",,"26,89",,"26,89",,"28,08",,"27,48",,"23,40",,"26,70",,"32,75"
03/11/2020,"6,37","6,24","6,24","9,93","18,35","12,68","10,94","18,35","5,87","5,87","5,94","6,24","6,24","6,49",,"36,43",,"36,43",,"36,43",,"36,37",,"35,12",,"35,74",,"36,99",,"34,17"
04/11/2020,"4,51","3,92","3,92","6,65","6,65","8,30","6,65","6,65","4,74","4,74","4,74","3,92","3,92","3,92",,"38,86",,"38,86",,"38,86",,"40,53",,"41,97",,"40,01",,"41,63",,"39,22"
05/11/2020,"2,53","2,11","2,11","2,76","3,05","3,10","2,76","3,05","2,76","2,76","2,76","2,11","2,11","2,11",,"33,12",,"33,12",,"33,12",,"38,81",,"39,29",,"38,66",,"39,02",,"39,36"
06/11/2020,"4,38","2,22","2,22","22,50","30,93","23,53","31,54","31,69","5,41","5,41","5,41","2,22","2,22","2,22",,"40,99",,"40,99",,"40,99",,"40,51",,"40,44",,"40,54",,"40,33",,"40,52"
07/11/2020,"4,00","3,27","3,27","4,24","32,63","4,24","35,28","35,28","3,64","3,64","3,64","3,27","3,27","3,27",,"41,77",,"41,77",,"41,77",,"36,22",,"36,26",,"36,23",,"35,21",,"37,79"
08/11/2020,"6,59","5,70","5,70","23,73","30,43","23,73","36,62","49,26","5,38","5,38","5,38","5,70","5,70","5,70",,"37,43",,"37,43",,"37,43",,"36,43",,"36,00",,"36,66",,"35,03",,"36,63"
09/11/2020,"8,19","7,02","7,02","46,91","48,69","46,91","45,04","52,17","6,82","6,82","6,82","7,02","7,02","7,02",,"48,65",,"48,65",,"48,69",,"44,80",,"44,53",,"44,88",,"44,04",,"44,88"
10/11/2020,"10,58","10,97","10,97","61,57","61,57","62,55","48,02","61,61","8,50","8,50","8,50","9,26","9,26","9,21",,"62,55",,"62,55",,"62,55",,"47,94",,"47,24",,"48,15",,"46,13",,"48,05"
11/11/2020,"9,55","8,95","8,95","46,90","49,25","46,90","45,06","51,71","7,79","7,79","7,79","8,93","8,93","8,93","49,25",,"49,25",,"49,25",,"44,38",,"42,46",,"45,06",,"39,78",,"44,28",
12/11/2020,"7,07","5,75","5,75","46,60","46,65","47,36","35,63","46,69","6,30","6,30","6,30","5,75","5,75","5,75","47,41",,"47,41",,"47,41",,"41,44",,"40,79",,"40,96",,"40,89",,"40,24",
13/11/2020,"5,09","4,45","4,45","35,71","50,52","39,56","38,21","53,23","3,84","3,84","3,84","4,45","4,45","4,45","50,82",,"50,82",,"50,87",,"40,88",,"41,75",,"40,73",,"41,16",,"41,16",
14/11/2020,"3,62","3,83","3,83","9,37","43,78","9,42","31,87","43,78","2,78","2,78","2,78","3,83","3,83","3,83","43,69",,"43,69",,"43,78",,"36,45",,"36,34",,"36,48",,"36,12",,"36,62",
15/11/2020,"2,16","2,65","2,65","3,86","24,01","3,89","3,43","24,01","1,73","1,73","1,73","2,72","2,72","2,72","24,63",,"24,63",,"24,63",,"15,03",,"14,28",,"7,30",,"13,19",,"27,61",
16/11/2020,"2,40","2,59","2,59","13,25","34,24","14,91","13,20","34,24","1,42","1,42","1,42","2,79","2,79","2,79","32,01",,"35,31",,"35,31",,"38,69",,"30,67",,"28,49",,"31,29",,"30,99",
17/11/2020,"2,16","3,34","3,34","7,75","36,00","12,14","2,40","36,00","1,35","1,35","1,35","3,34","3,34","3,34","36,00",,"36,00",,"36,00",,"41,04",,"39,06",,"38,89",,"40,00",,"38,85",
18/11/2020,"2,01","3,30","3,30","6,90","30,83","30,30","0,99","30,83","0,99","0,99","0,99","3,30","3,30","3,30","33,91",,"33,91",,"33,91",,"39,93",,"38,79",,"36,36",,"39,24",,"38,94",
19/11/2020,"1,44","2,50","2,50","14,99","17,12","23,56","1,05","17,12","1,05","1,05","1,05","2,51","2,51","2,51","31,56",,"31,56",,"31,56",,"41,00",,"33,76",,"26,39",,"33,66",,"35,59",
20/11/2020,"3,80","3,27","3,27","50,80","56,20","53,76","33,00","56,20","1,55","1,55","1,55","3,25","3,25","3,27","55,98",,"55,98",,"56,20",,"43,58",,"43,08",,"43,26",,"44,39",,"42,76",
21/11/2020,"1,58","2,59","2,59","2,59","19,23","10,45","1,05","19,23","1,04","1,04","1,04","2,59","2,59","2,59","28,92",,"28,92",,"28,92",,"36,70",,"37,52",,"30,30",,"38,29",,"35,67",
22/11/2020,"1,29","1,64","1,64","1,64","5,67","3,74","1,16","5,67","1,16","1,16","1,16","1,64","1,64","1,65","14,53",,"14,53",,"14,53",,"33,81",,"37,99",,"29,97",,"38,05",,"39,62",
23/11/2020,"3,81","3,60","3,60","9,49","28,11","23,67","10,08","28,11","1,99","1,99","1,99","3,60","3,60","3,60","33,51",,"33,51",,"33,51",,"49,49",,"45,74",,"43,63",,"48,29",,"44,54",
24/11/2020,"5,36","5,94","5,94","6,26","26,19","33,90","4,82","26,19","2,61","2,61","2,61","5,94","5,94","5,94","35,95",,"35,95",,"35,95",,"45,53",,"39,18",,"42,03",,"46,75",,"40,58",
