Date,SYS,SE1,SE2,SE3,SE4,FI,DK1,DK2,Oslo,Kr.sand,Bergen,Molde,Tr.heim,Tromsø,EE,LV,LT,AT,BE,DE-LU,FR,NL
22/06/2021,"41,76","26,00","26,00","38,44","84,59","71,48","84,59","84,59","44,03","54,77","44,03","29,81","29,81","21,85","80,80","87,07","87,07","84,47","83,65","84,59","83,18","84,44"
23/06/2021,"43,18","31,44","31,44","40,63","93,40","75,69","92,84","93,40","46,05","55,77","46,05","31,54","31,54","21,91","84,18","93,97","93,97","92,36","86,97","92,84","84,34","91,68"
24/06/2021,"49,40","33,82","33,82","41,42","95,11","62,85","94,83","95,11","46,88","60,71","46,88","35,64","35,64","21,52","78,32","96,09","96,09","94,69","90,64","94,83","88,98","92,99"
25/06/2021,"45,42","32,65","32,65","32,65","89,70","33,61","89,73","89,87","46,82","60,59","46,82","33,16","33,16","21,30","70,57","92,25","92,25","89,54","87,40","89,73","86,40","89,12"
26/06/2021,"42,82","31,02","31,02","31,02","79,79","31,02","79,88","79,88","47,51","62,45","47,51","33,44","33,44","22,62","80,37","80,37","80,37","79,51","78,21","79,88","76,44","80,42"
27/06/2021,"37,92","31,41","31,41","31,41","65,16","31,41","64,95","65,55","47,75","55,96","47,75","32,28","32,28","22,22","70,87","70,87","70,87","66,01","54,91","64,96","51,91","63,83"
28/06/2021,"49,52","34,62","34,62","45,43","88,89","70,28","88,73","88,89","51,79","61,86","51,79","35,59","35,59","22,46","89,38","89,38","89,38","88,79","88,34","88,73","87,84","88,67"
29/06/2021,"50,79","37,22","37,22","47,43","92,57","80,01","91,65","92,57","51,32","61,18","51,32","37,25","37,25","22,38","92,89","92,89","92,89","91,64","90,58","91,65","90,07","91,43"
30/06/2021,"50,69","37,96","37,96","46,12","92,29","68,41","92,38","92,38","50,07","61,65","50,07","38,03","38,03","22,28","83,89","92,29","92,29","92,27","91,01","92,38","90,24","92,04"
01/07/2021,"49,88","39,28","39,28","45,13","88,76","82,72","88,93","89,39","48,55","59,32","48,55","39,28","39,28","20,29","89,92","91,31","91,31","89,36","88,64","89,39","87,79","88,93"
02/07/2021,"54,17","46,38","46,38","48,37","95,29","91,02","96,58","96,61","50,74","58,48","50,74","46,38","46,38","20,64","98,05","100,28","100,28","97,04","96,31","96,58","96,46","96,02"
03/07/2021,"54,06","43,22","43,22","47,33","82,64","68,44","83,60","83,60","51,14","58,77","51,14","46,40","46,40","21,86","83,68","86,30","86,30","84,85","83,72","83,60","83,79","83,90"
04/07/2021,"54,82","42,11","42,11","50,66","81,46","63,66","82,96","82,96","53,95","59,28","53,95","44,59","44,59","21,57","78,39","81,46","81,46","82,64","82,53","82,96","79,36","83,21"
05/07/2021,"57,15","46,19","47,59","59,96","91,29","82,01","93,85","93,85","57,05","59,29","57,05","48,40","48,40","21,84","87,71","91,63","91,63","93,68","93,55","93,85","92,64","93,83"
06/07/2021,"55,83","46,30","46,98","62,75","67,61","81,14","79,53","80,68","56,35","58,29","56,35","46,68","46,68","21,39","88,52","89,14","89,14","87,02","68,62","80,68","80,95","77,66"
07/07/2021,"54,09","46,74","47,41","75,18","81,09","90,98","95,85","99,11","56,08","57,59","56,08","47,49","47,49","20,50","93,01","97,18","97,18","100,76","98,16","99,11","98,10","95,80"
08/07/2021,"56,66","49,01","71,21","77,02","91,89","77,70","109,04","109,04","57,10","58,83","57,10","71,65","71,65","20,53","81,46","103,67","103,67","109,46","94,15","109,04","93,90","96,04"
09/07/2021,"58,89","76,04","76,04","76,04","77,04","87,41","91,42","91,42","57,69","58,02","57,69","54,38","54,38","24,62","87,69","90,71","90,71","91,30","90,41","91,42","90,69","88,43"
10/07/2021,"56,33","55,65","55,65","55,65","55,65","76,76","80,45","80,45","55,65","57,20","55,65","54,19","54,19","21,79","77,92","81,90","81,90","81,30","81,27","80,45","81,60","81,17"
11/07/2021,"57,10","56,22","56,22","56,22","56,22","67,92","77,74","77,74","55,94","58,53","55,94","40,89","40,89","21,71","70,88","77,51","77,51","77,74","77,74","77,74","77,74","77,74"
12/07/2021,"58,80","80,81","80,81","80,81","80,81","92,31","93,45","93,45","58,00","58,77","58,00","49,21","49,21","20,45","97,27","97,27","97,27","93,49","93,47","93,45","93,33","93,46"
13/07/2021,"59,75","77,48","77,48","77,48","77,48","98,29","95,02","95,02","59,17","59,17","59,17","47,24","47,24","19,67","98,29","98,29","98,29","95,01","94,47","95,02","94,20","94,92"
14/07/2021,"60,72","64,26","64,26","76,67","76,67","108,47","87,39","87,39","60,49","60,49","60,49","57,13","57,13","20,66","108,47","108,47","108,47","88,61","75,23","87,39","70,23","84,93"
15/07/2021,"58,82","57,16","57,16","75,78","80,80","102,78","89,74","92,47","61,00","61,22","61,00","37,93","37,93","20,39","102,78","102,78","102,78","88,94","77,63","89,74","74,09","86,05"
16/07/2021,"58,45","56,38","56,38","59,42","67,29","89,51","84,96","84,96","59,42","61,43","59,42","43,68","43,68","20,40","91,33","92,15","92,15","85,08","83,83","84,96","83,48","84,67"
17/07/2021,"48,71","51,07","51,07","51,99","51,99","67,32","54,99","61,24","55,53","55,53","55,53","34,66","34,66","19,89","70,19","87,10","87,10","65,79","62,78","61,69","63,38","65,86"
18/07/2021,"30,26","32,40","32,40","32,91","32,91","36,96","38,77","44,07","39,90","40,06","39,90","28,35","28,35","19,03","44,61","87,51","87,51","45,84","46,41","45,78","45,91","47,90"
19/07/2021,"53,63","47,08","47,08","59,89","72,91","81,81","88,27","88,30","58,69","61,25","58,69","33,00","33,00","19,32","91,06","91,06","91,06","89,48","90,62","89,21","89,37","92,27"
20/07/2021,"53,23","47,07","47,07","56,07","56,07","73,42","73,66","91,69","59,11","60,54","59,11","44,60","44,60","18,96","86,87","87,15","87,15","91,78","91,26","91,69","91,18","91,64"
21/07/2021,"54,73","47,14","47,14","55,72","56,02","69,12","89,11","89,99","59,02","60,38","59,02","45,62","45,62","19,60","80,97","84,77","84,77","92,35","88,38","89,99","91,01","89,13"
22/07/2021,"51,66","43,54","43,54","53,13","53,13","58,52","87,39","87,56","58,32","59,47","58,32","39,77","39,77","18,82","79,64","91,68","91,68","88,36","87,53","87,56","88,19","87,53"
23/07/2021,"57,33","48,53","48,53","56,25","56,25","77,68","88,80","88,80","58,88","60,11","58,88","48,53","48,53","18,93","86,15","86,36","86,36","88,91","87,94","88,80","87,76","88,69"
24/07/2021,"58,10","51,45","51,45","55,81","55,81","69,67","75,29","75,29","57,91","59,65","57,91","51,45","51,45","18,56","71,99","71,99","71,99","75,91","76,87","75,76","76,16","79,47"
25/07/2021,"51,49","49,00","49,00","49,00","49,00","66,17","60,71","60,71","54,24","54,64","54,24","49,00","49,00","20,78","66,98","77,00","77,00","61,02","61,73","60,71","61,39","63,54"
26/07/2021,"57,81","49,08","49,08","54,79","77,12","83,59","88,50","88,50","59,10","59,46","59,10","48,08","48,08","22,71","83,59","83,59","83,59","88,33","89,26","88,50","86,61","91,16"
27/07/2021,"56,93","48,59","48,59","56,11","78,92","87,30","87,22","87,22","58,51","59,66","58,51","43,69","43,69","26,53","87,48","87,49","87,49","87,07","85,11","87,22","84,39","87,09"
28/07/2021,"55,44","47,82","47,82","54,50","70,49","84,04","79,42","79,42","57,34","58,60","57,34","42,21","42,21","29,04","84,04","84,04","84,04","85,09","62,94","79,42","66,99","79,73"
29/07/2021,"46,23","44,70","44,70","45,18","45,18","84,76","39,02","39,02","50,06","50,06","50,06","44,69","44,69","29,11","86,15","86,18","86,18","69,59","30,26","46,10","48,66","45,48"
30/07/2021,"48,92","45,96","45,96","46,25","55,31","76,51","58,34","58,34","53,31","53,42","53,31","45,96","45,96","23,03","78,17","78,17","78,17","70,65","35,55","64,81","42,67","95,49"
31/07/2021,"43,83","42,22","42,22","42,84","46,15","63,48","39,97","46,37","44,42","44,64","44,42","42,22","42,22","40,16","63,90","63,90","63,90","47,69","23,57","29,82","27,45","48,40"
01/08/2021,"52,41","48,69","48,69","50,39","56,06","53,97","56,44","58,15","55,42","55,45","55,42","48,69","48,69","30,84","56,96","58,55","58,55","57,79","54,28","58,54","50,15","81,77"
02/08/2021,"56,18","53,63","53,63","54,11","79,12","75,63","80,09","80,09","57,50","57,63","57,50","53,63","53,63","48,38","86,50","86,50","86,50","80,16","84,53","80,10","80,73","87,42"
03/08/2021,"58,86","55,08","55,08","56,02","96,43","56,78","96,51","96,51","58,95","59,34","58,95","55,08","55,08","54,91","96,43","96,43","96,43","96,07","94,58","96,51","90,60","96,35"
04/08/2021,"61,48","59,35","59,35","59,35","97,77","68,29","98,17","98,17","61,03","61,13","61,03","59,35","59,35","48,08","104,98","104,98","104,98","97,75","96,87","98,17","91,63","98,67"
05/08/2021,"62,05","60,03","60,03","60,24","94,32","75,22","94,51","94,51","61,81","61,81","61,81","60,03","60,03","48,74","96,42","96,42","98,36","93,92","91,14","94,51","86,20","94,42"
06/08/2021,"60,36","58,13","58,13","58,13","71,03","71,06","69,91","71,29","60,81","60,81","60,81","58,13","58,13","55,48","77,08","77,08","77,35","67,41","23,43","71,60","18,80","69,06"
07/08/2021,"56,30","52,59","52,59","52,59","61,50","52,59","61,50","61,50","59,52","59,52","59,52","51,36","51,36","35,28","63,74","63,74","63,74","59,17","45,17","61,52","43,15","60,74"
08/08/2021,"28,16","26,08","26,08","26,08","26,55","26,08","15,42","26,55","40,74","40,74","42,67","39,53","39,53","23,88","26,62","26,62","26,62","4,90","-3,19","5,63","0,28","8,54"
09/08/2021,"59,35","62,65","62,65","62,65","69,43","78,88","68,70","69,43","61,48","61,48","61,48","64,73","64,73","25,85","84,19","86,68","86,68","67,50","66,62","67,59","66,58","68,59"
10/08/2021,"70,14","81,56","81,56","81,56","90,79","82,33","90,77","90,84","69,27","69,27","69,27","81,56","81,56","27,39","91,13","91,13","91,13","90,39","87,62","90,77","86,27","90,73"
11/08/2021,"73,10","83,96","83,96","83,96","100,00","83,96","100,76","100,79","72,01","72,01","72,01","83,96","83,96","27,92","98,24","98,24","100,00","100,63","100,22","100,76","99,17","100,72"
12/08/2021,"74,09","89,34","89,34","89,34","106,26","89,34","106,54","106,54","72,73","72,73","72,73","87,11","87,11","33,35","105,96","106,26","106,26","106,48","106,00","106,54","104,94","106,56"
13/08/2021,"71,68","71,86","71,86","76,82","95,34","77,03","94,90","95,70","71,49","71,49","71,49","71,83","71,83","34,26","95,59","100,12","100,12","94,84","94,28","94,90","93,66","94,90"
14/08/2021,"61,63","57,83","57,83","57,83","66,84","58,53","61,86","67,32","67,44","67,44","67,44","57,83","57,83","33,03","66,35","66,35","69,11","70,53","65,20","63,37","70,07","74,41"
15/08/2021,"58,82","56,53","56,53","56,60","62,60","56,60","61,94","62,66","64,90","64,90","64,90","56,53","56,53","31,42","61,17","61,17","62,60","61,91","53,93","61,94","51,78","62,16"
16/08/2021,"70,26","75,87","75,87","79,57","80,24","79,96","72,94","80,24","69,90","69,90","69,90","68,05","68,05","42,77","83,17","83,26","83,39","71,86","54,18","67,60","47,40","73,15"
17/08/2021,"62,96","60,50","60,50","62,07","66,54","68,26","65,27","66,54","63,91","63,91","63,91","60,64","60,64","57,76","73,66","73,66","73,66","58,46","67,72","57,39","66,76","90,40"
18/08/2021,"61,40","47,59","47,59","53,32","75,56","53,32","73,38","75,91","71,35","71,35","71,35","49,19","49,19","46,26","75,83","75,83","75,83","78,52","84,78","78,64","80,13","86,48"
19/08/2021,"66,27","55,83","55,83","75,22","90,60","75,22","91,35","91,04","74,07","74,07","74,07","42,04","42,04","41,71","86,02","86,02","90,60","91,66","98,53","91,62","94,47","105,39"
20/08/2021,"69,73","55,71","55,71","69,91","100,71","69,91","102,18","102,18","79,00","79,00","79,00","49,81","49,81","35,79","100,71","100,71","100,71","102,08","101,73","102,18","101,06","102,18"
21/08/2021,"65,07","51,62","51,62","51,62","90,53","51,62","91,46","91,46","78,19","78,19","78,19","51,62","51,62","36,40","103,93","103,93","103,93","91,46","91,46","91,46","91,46","91,46"
22/08/2021,"63,65","52,82","52,82","52,82","78,05","52,82","78,05","78,05","75,25","75,25","75,25","52,82","52,82","41,25","78,19","78,19","78,19","78,08","76,39","78,05","75,79","79,35"
23/08/2021,"73,69","65,55","65,55","69,38","93,64","66,24","93,88","93,88","78,11","78,11","78,11","65,55","65,55","65,55","102,79","102,79","102,79","93,80","92,13","93,88","90,89","93,88"
24/08/2021,"77,20","62,87","62,87","92,76","102,36","92,76","96,00","103,47","80,40","80,40","80,40","62,87","62,87","62,87","102,36","102,36","102,36","93,96","84,45","95,40","78,99","95,34"
25/08/2021,"60,15","35,72","35,72","58,90","77,90","58,90","81,25","83,25","77,49","77,49","77,49","35,72","35,72","35,72","97,90","97,90","97,90","86,17","90,59","84,31","86,29","97,63"
26/08/2021,"68,26","46,02","46,02","64,20","92,15","64,20","89,18","92,15","82,80","82,80","82,94","46,14","46,14","46,14","103,42","103,42","103,42","92,63","93,48","92,62","93,20","93,84"
27/08/2021,"75,06","49,06","49,06","71,40","90,80","71,40","91,69","95,27","86,02","86,02","86,02","49,06","49,06","49,06","94,00","94,00","94,00","95,91","96,11","95,91","96,03","96,17"
28/08/2021,"71,91","52,26","52,26","57,54","84,72","57,54","84,41","84,72","83,18","83,18","83,18","52,26","52,26","52,26","88,51","88,51","88,51","86,21","77,82","84,72","74,02","83,81"
29/08/2021,"71,69","53,35","53,35","63,81","80,74","63,81","80,74","80,74","82,58","82,58","82,58","53,35","53,35","53,35","80,74","80,74","80,74","81,06","74,30","80,74","70,88","80,65"
30/08/2021,"87,54","57,47","57,47","95,73","106,58","95,73","106,58","106,58","100,92","100,92","100,92","57,47","57,47","57,47","106,58","106,58","106,58","106,56","107,91","106,58","106,86","109,54"
31/08/2021,"77,61","44,41","44,41","91,84","108,89","86,17","110,05","109,73","106,90","106,90","106,90","44,41","44,41","44,41","108,89","108,89","108,89","109,76","111,20","110,05","108,17","110,89"
01/09/2021,"72,82","39,72","39,72","83,07","110,47","74,36","111,86","111,86","105,28","105,28","105,28","39,72","39,72","39,72","110,47","110,47","110,47","111,28","117,42","111,86","104,34","115,47"
02/09/2021,"75,95","46,17","46,17","83,41","116,48","81,96","117,30","117,30","100,47","100,47","100,47","46,17","46,17","46,17","112,63","112,63","116,48","117,48","126,07","118,19","107,19","124,07"
03/09/2021,"70,21","43,77","43,77","72,34","108,20","67,67","110,47","109,01","94,50","94,50","94,50","43,77","43,77","43,77","107,43","107,43","108,20","110,75","116,26","110,53","110,12","112,31"
04/09/2021,"80,65","49,29","49,29","75,18","106,11","66,08","106,88","106,88","97,42","97,42","97,42","49,29","49,29","49,29","106,11","106,11","106,11","106,63","107,22","106,88","107,35","107,19"
05/09/2021,"80,38","50,80","50,80","70,86","96,14","70,51","97,63","97,77","95,66","95,66","95,66","50,80","50,80","50,80","99,05","99,05","99,05","97,34","99,05","97,63","98,96","100,63"
06/09/2021,"90,91","50,13","50,13","98,37","126,45","98,37","127,82","127,36","115,23","115,23","115,23","49,80","49,80","49,80","120,61","120,61","120,61","128,33","131,39","127,82","123,98","129,30"
07/09/2021,"80,22","46,30","46,30","77,86","124,25","73,22","127,98","127,98","108,63","108,63","108,63","43,72","43,72","43,72","123,81","123,81","123,81","128,13","130,22","127,98","123,69","128,84"
08/09/2021,"73,74","44,38","44,38","67,71","119,50","62,20","124,78","124,78","105,45","105,45","105,45","43,00","43,00","42,06","127,17","127,17","127,17","125,26","126,27","124,78","122,39","125,45"
09/09/2021,"90,54","53,73","53,73","88,74","126,45","88,74","130,23","130,23","106,02","106,02","106,02","52,81","52,81","52,81","118,23","131,22","131,22","132,70","136,85","130,23","131,76","131,07"
10/09/2021,"98,13","56,37","56,37","100,07","132,28","100,07","138,29","138,29","107,91","107,91","107,91","55,86","55,86","55,86","126,82","135,59","135,59","138,25","138,60","138,29","137,24","138,56"
11/09/2021,"94,54","56,08","56,08","92,90","129,02","92,90","129,02","129,02","106,55","106,55","106,55","47,75","47,75","47,75","112,57","121,54","121,54","129,28","129,25","129,02","129,15","129,25"
12/09/2021,"73,06","56,01","56,01","94,56","104,06","94,90","104,99","104,99","97,12","97,12","97,12","46,18","46,18","46,13","106,53","108,87","108,87","107,26","111,97","105,22","109,56","125,85"
13/09/2021,"76,03","49,81","49,81","84,94","138,27","70,44","140,84","139,20","103,71","103,71","103,71","49,28","49,28","49,28","134,99","134,99","138,27","143,26","143,95","141,32","139,41","142,22"
14/09/2021,"95,60","56,76","56,76","120,16","142,55","90,02","143,24","143,24","115,38","115,38","115,38","56,70","56,70","56,70","141,60","141,60","142,55","146,73","149,61","143,24","145,52","145,23"
15/09/2021,"108,83","63,68","63,68","137,60","160,36","138,62","168,21","168,21","113,84","113,84","113,84","63,47","63,47","63,47","160,36","160,36","160,36","168,22","168,06","168,21","166,83","168,28"
16/09/2021,"113,04","62,96","62,96","116,88","146,29","123,92","158,94","158,94","121,61","121,61","121,61","62,96","62,96","58,95","145,19","145,19","146,29","166,52","169,14","158,94","169,36","160,44"
17/09/2021,"106,68","62,21","62,21","98,84","141,09","103,23","146,66","141,90","121,11","121,11","121,11","60,62","60,62","56,05","141,09","141,09","141,09","157,33","159,99","156,96","157,85","161,84"
18/09/2021,"94,33","64,31","64,31","83,00","121,19","85,26","131,00","121,32","111,86","111,86","111,86","59,40","59,40","50,27","121,19","121,19","121,19","137,69","139,32","133,76","139,67","140,37"
19/09/2021,"77,87","65,50","65,50","78,95","93,47","78,95","94,10","94,10","91,64","91,64","91,64","63,34","63,34","48,44","93,47","93,47","93,47","96,33","102,14","94,10","98,59","106,03"
20/09/2021,"102,42","67,48","67,48","122,11","144,80","122,11","150,70","150,70","113,78","113,78","113,78","64,12","64,12","49,10","144,80","144,80","144,80","151,35","156,91","150,70","153,25","159,87"
21/09/2021,"100,99","64,21","64,21","114,02","138,26","114,02","149,89","149,89","117,56","117,56","117,56","60,03","60,03","45,26","136,10","136,10","138,26","149,84","150,39","149,89","147,66","150,38"
22/09/2021,"84,80","58,81","58,81","94,84","142,04","94,84","135,79","143,23","113,36","113,36","113,36","55,18","55,18","43,95","142,04","142,04","142,04","147,71","156,11","145,98","149,74","158,19"
23/09/2021,"65,78","56,15","56,15","61,35","65,66","61,35","69,20","65,66","98,04","98,04","98,04","55,77","55,77","52,53","103,27","103,27","103,27","132,63","137,00","73,16","143,81","131,17"
24/09/2021,"76,17","56,94","56,94","77,03","78,36","78,20","93,28","78,36","98,77","98,77","98,77","50,94","50,94","50,64","91,67","91,67","91,67","127,38","153,98","108,98","147,58","157,08"
25/09/2021,"77,80","56,73","56,73","76,14","104,24","77,90","125,22","109,10","107,25","107,25","107,25","53,11","53,11","53,11","112,69","112,69","112,69","135,74","148,45","127,59","146,38","154,14"
26/09/2021,"85,13","59,50","59,50","80,01","110,67","80,41","119,90","119,90","107,05","107,05","107,05","56,80","56,80","56,80","110,67","110,67","110,67","125,72","125,72","125,72","125,72","125,72"
27/09/2021,"82,04","56,20","56,20","88,05","131,69","88,05","129,13","137,30","107,68","107,68","107,68","52,25","52,25","52,25","134,44","134,44","134,76","152,95","136,95","143,22","146,21","141,38"
28/09/2021,"90,08","56,26","56,26","97,13","150,28","97,68","154,92","154,54","109,50","109,50","109,50","52,01","52,01","52,01","149,57","149,57","150,28","159,08","155,64","155,09","159,83","153,44"
29/09/2021,"87,66","58,43","58,43","91,53","119,28","107,89","128,29","126,33","103,90","103,90","103,90","52,64","52,64","52,64","127,01","127,01","127,73","149,42","132,15","133,31","150,58","135,36"
30/09/2021,"73,93","56,45","56,45","80,22","89,71","94,31","94,36","89,71","93,64","93,64","93,64","49,90","49,90","49,90","110,32","110,32","110,32","159,03","130,14","112,57","165,57","133,80"
01/10/2021,"52,85","44,20","44,20","56,22","56,22","61,89","73,64","56,22","80,23","80,23","80,23","42,81","42,81","42,81","103,88","103,88","103,88","140,75","100,35","100,33","141,81","116,53"
02/10/2021,"55,74","40,26","40,26","61,29","63,44","44,77","103,23","87,85","88,09","89,34","88,09","39,60","39,60","24,87","83,02","83,02","83,02","109,89","97,36","104,06","101,61","109,33"
03/10/2021,"20,68","9,16","9,16","9,16","9,16","12,56","35,46","11,66","48,42","48,42","55,04","9,47","9,47","9,47","19,10","19,10","19,10","44,44","64,29","40,96","64,53","111,59"
04/10/2021,"55,62","26,59","26,59","56,84","139,06","56,93","134,62","149,98","89,39","99,51","89,39","26,67","26,67","26,67","130,74","130,74","139,06","169,28","149,20","158,12","156,36","145,32"
05/10/2021,"78,11","43,79","43,79","68,05","124,42","64,74","158,24","157,90","97,24","104,17","97,24","43,79","43,79","28,92","111,33","123,14","127,55","160,56","159,69","159,73","159,80","159,72"
06/10/2021,"85,94","51,34","51,34","83,22","106,10","69,23","184,11","184,12","103,97","104,02","103,97","51,34","51,34","51,34","106,64","106,64","113,92","185,15","179,78","184,12","182,15","184,11"
07/10/2021,"100,32","50,51","50,51","96,40","220,45","94,89","302,53","302,53","120,42","122,67","120,42","48,57","48,57","39,82","178,40","187,58","220,45","301,70","302,54","302,53","298,32","302,54"
08/10/2021,"98,76","51,85","51,85","100,08","177,19","100,08","203,89","203,89","120,93","121,33","120,93","47,44","47,44","30,60","167,02","167,02","177,19","203,89","203,95","203,89","203,56","203,95"
09/10/2021,"86,94","49,71","49,71","79,14","102,15","79,14","139,49","139,49","113,73","120,32","113,73","49,24","49,24","26,49","117,65","117,65","117,65","165,35","164,71","139,49","182,83","165,87"
10/10/2021,"62,69","34,47","34,47","34,47","40,41","34,47","141,58","130,85","110,00","119,33","110,00","34,46","34,46","24,89","89,34","89,34","89,34","157,85","147,19","144,34","149,24","147,02"
11/10/2021,"76,99","39,35","39,35","83,49","92,10","81,33","113,03","107,00","108,95","108,95","108,95","37,31","37,31","37,05","115,63","115,63","115,63","181,50","185,48","167,84","183,00","179,48"
12/10/2021,"87,61","39,16","39,16","117,84","126,23","117,84","153,56","140,21","116,27","116,27","116,27","39,01","39,01","38,04","136,83","136,83","136,83","185,99","192,78","167,43","188,47","183,69"
13/10/2021,"112,11","41,84","41,84","157,57","161,00","157,57","188,24","186,75","130,35","130,35","130,35","39,84","39,84","38,44","169,66","169,66","169,66","190,72","196,98","188,24","194,28","191,20"
14/10/2021,"50,65","17,42","17,42","78,36","104,36","73,04","119,77","109,19","100,46","100,46","100,46","17,42","17,42","17,42","158,62","158,62","158,62","190,43","200,04","167,81","199,52","189,00"
15/10/2021,"25,16","9,29","9,29","40,74","40,74","40,74","72,80","42,42","86,28","86,28","86,28","10,92","10,92","10,92","95,82","95,82","95,82","182,42","208,69","116,65","214,12","190,92"
16/10/2021,"26,07","7,53","7,53","9,10","9,10","9,10","99,99","24,76","98,79","98,89","98,79","7,61","7,61","7,61","46,27","46,27","46,27","182,14","196,11","156,78","189,76","197,99"
17/10/2021,"55,84","10,70","10,70","66,59","69,32","47,29","142,02","112,57","110,03","110,95","110,03","13,94","13,94","16,11","69,32","69,32","69,32","161,87","170,17","142,16","165,97","168,09"
18/10/2021,"93,99","19,94","19,94","123,92","151,30","94,13","181,37","181,37","134,74","134,89","124,84","19,94","19,94","19,94","141,45","141,45","151,30","201,19","194,60","189,72","198,34","191,64"
19/10/2021,"90,78","21,55","21,55","143,75","143,94","139,25","148,93","147,44","146,26","146,26","146,26","19,52","19,52","19,52","140,68","140,68","145,62","176,84","162,82","153,46","164,07","161,34"
20/10/2021,"29,00","13,90","13,90","39,02","39,02","39,02","57,62","39,02","82,26","82,26","82,26","13,93","13,93","13,93","68,76","68,76","68,76","151,35","83,09","60,11","101,09","93,03"
21/10/2021,"28,17","16,54","16,54","46,09","46,09","60,77","54,34","48,48","83,34","83,34","83,34","14,52","14,52","14,52","67,12","67,12","67,12","159,31","128,68","61,50","151,90","151,95"
22/10/2021,"23,32","11,94","11,94","39,36","39,36","41,76","55,23","39,36","87,70","87,70","87,70","11,94","11,94","11,94","66,21","66,21","66,21","191,34","161,08","71,87","209,65","150,99"
23/10/2021,"69,49","17,59","17,59","75,99","76,88","75,99","118,90","98,90","106,77","106,77","104,65","17,17","17,17","17,17","95,01","95,01","95,01","160,69","210,11","139,38","208,70","200,81"
24/10/2021,"36,11","17,14","17,14","27,26","63,15","31,08","85,77","78,40","87,54","87,54","87,54","15,17","15,17","15,36","79,78","79,78","79,78","144,05","138,26","99,41","168,54","128,88"
25/10/2021,"63,61","16,16","16,16","75,77","95,79","78,68","107,98","106,38","101,32","101,32","101,32","16,16","16,16","16,16","106,45","106,45","106,45","198,42","198,61","173,65","206,44","175,12"
26/10/2021,"65,85","17,30","17,30","70,23","137,21","71,21","138,77","138,50","100,20","100,20","100,20","17,15","17,15","17,15","153,62","153,62","153,62","202,35","214,58","178,02","215,68","188,94"
27/10/2021,"27,60","14,69","14,69","28,66","28,66","90,48","34,05","28,66","80,93","80,93","80,93","13,65","13,65","14,69","109,58","111,19","111,19","213,56","174,37","143,84","204,45","156,69"
28/10/2021,"29,71","14,44","14,44","26,04","53,79","28,47","60,59","60,09","77,86","77,86","77,86","14,44","14,44","14,44","100,97","100,97","100,97","197,02","185,64","153,54","193,46","172,27"
29/10/2021,"39,58","15,29","15,29","40,62","61,72","40,62","80,46","74,66","79,57","79,57","79,57","15,27","15,27","15,27","109,37","111,29","111,29","159,77","145,58","112,97","152,56","142,35"
30/10/2021,"21,78","13,84","13,84","20,42","57,91","20,11","79,06","79,06","74,31","74,31","74,31","12,95","12,95","13,62","72,68","72,68","72,68","112,72","135,55","84,15","120,50","143,18"
31/10/2021,"20,58","16,16","16,16","38,01","38,01","53,31","57,27","42,12","63,18","63,18","63,18","13,85","13,85","13,95","64,64","64,64","64,64","83,18","73,98","61,45","79,00","74,11"
01/11/2021,"34,12","14,66","14,66","51,12","60,64","53,81","69,00","64,44","69,70","69,70","69,70","13,06","13,06","13,65","71,02","71,02","71,02","111,37","90,51","95,49","92,37","97,54"
02/11/2021,"63,07","14,66","14,66","65,29","86,84","55,65","194,42","194,42","89,59","89,89","89,59","12,15","12,15","12,18","86,84","86,84","86,84","204,08","204,02","204,11","203,95","204,09"
03/11/2021,"80,18","20,06","20,06","72,24","103,13","72,24","181,07","181,07","97,07","97,07","97,07","19,77","19,77","16,56","103,13","103,13","103,13","192,76","184,74","193,14","186,06","179,89"
04/11/2021,"96,45","24,98","24,98","81,45","96,84","81,45","167,38","167,32","105,97","105,97","105,97","24,95","24,95","24,95","91,68","96,84","96,84","176,64","178,52","172,11","178,85","173,12"
05/11/2021,"64,83","16,64","16,64","56,80","58,51","56,80","89,00","59,00","88,91","88,91","88,91","16,37","16,37","16,37","56,80","60,06","60,06","178,08","191,08","160,09","188,25","169,29"
06/11/2021,"21,59","8,79","8,79","14,32","14,32","13,85","70,65","14,32","78,31","78,31","78,31","9,14","9,14","9,14","19,63","19,63","19,63","151,22","154,85","76,76","164,51","150,10"
07/11/2021,"35,02","11,81","11,81","21,30","26,81","21,30","35,41","31,41","69,70","69,70","73,72","11,81","11,81","11,81","31,04","31,30","31,30","152,54","113,26","35,41","136,93","102,44"
08/11/2021,"94,06","21,30","21,30","107,68","142,35","107,68","175,22","175,22","123,21","123,21","123,21","21,30","21,30","21,30","107,68","124,27","142,35","196,40","209,59","177,41","210,23","204,39"
09/11/2021,"52,47","13,14","13,14","51,83","80,90","55,90","83,39","80,90","83,81","83,81","83,81","13,14","13,14","13,14","89,63","116,93","116,93","193,10","180,34","163,14","190,22","166,65"
10/11/2021,"49,59","9,45","9,45","29,90","106,41","29,90","152,59","138,98","89,03","89,03","89,03","9,45","9,45","9,45","50,75","123,92","123,92","176,42","215,47","176,26","232,40","176,47"
11/11/2021,"52,55","10,39","10,39","24,34","121,67","24,50","178,08","178,08","90,16","90,16","90,16","10,39","10,39","10,39","93,24","121,67","121,67","196,41","184,08","190,43","187,89","182,38"
